views,likes,dislikes,comment,category,adview
262425,2146,34,104,D,2
3237221,9352,1474,1420,D,8
456501,6749,122,283,E,1
208011,413,35,80,D,2
365948,244,33,8,D,1
43615,62,9,10,E,11
2165763,2039,1118,243,D,9
1838826,871,735,66,D,2
2840752,16348,873,3054,B,5
450958,4320,6183,2220,G,1
15782,28,7,0,D,6
2655730,20428,1313,724,D,2
950341,569,176,57,E,10
59043,249,52,2,G,1
318967,1104,46,57,D,3
571943,698,131,181,G,1
8804,35,2,4,D,3
38398,447,32,158,F,3666
66735,464,5,28,G,52534
527136,3320,195,202,E,5
178,1,0,1,D,1
29689,26,1,5,D,2
563811,1239,266,236,D,1
4422170,4891,1179,451,D,9
2192122,6935,1841,3495,D,2
2225,6,1,0,C,1
615590,20322,1359,2152,F,1
295836,226,63,71,D,1
49321,617,80,197,D,1
270573,381,33,40,D,3
59461,172,9,64,G,2
212181,4672,111,7798,D,3
383018,3040,98,277,F,14
248195,546,66,88,D,2
705,0,0,0,D,1
222648,479,54,13,D,2
600154,13366,314,290,A,25528
210,0,1,0,D,6
1742781,5301,4034,4793,H,2
953861,2321,576,284,G,1
24655,,,,D,7
1436443,5963,414,580,D,15
708023,1826,56,1096,E,2
427979,428,153,33,D,30
929493,1508,155,54,D,3
293095,523,69,41,D,2
40913,184,5,23,D,5
1406797,1876,246,560,G,3
30064,17,22,0,D,1
36983,202,4,44,B,1
665810,534,167,45,D,27
3989,18,3,0,C,1
658432,1476,122,136,D,1
471238,8500,100,752,B,4
2418,102,0,12,D,1
616863,209,172,11,E,77
271229,486,81,255,E,104
585176,1780,77,399,H,1
1257334,1228,310,,E,1
2165628,9038,1336,875,E,35
27611,274,9,79,F,1
567687,1780,58,75,D,4
240734,547,88,82,D,1
829619,2565,160,375,D,2
1396,2,0,0,G,2
131,,,0,D,2
10076,11,1,0,C,8171
3645413,21005,1526,722,D,5
7517,72,1,16,D,1
353392,695,78,269,A,1
298062,226,8,8,D,1
372,1,0,0,D,1
683741,5551,261,1179,D,4
689,0,0,0,E,1
1504873,1774,499,214,D,1
15476,215,14,9,E,4050
485889,138,74,5,D,5
1158089,5218,420,744,D,2
265858,460,43,12,D,2
2007694,4817,547,490,B,3
922961,1550,147,199,E,21
116705,3994,75,364,A,1
3256,26,2,0,D,4
165562,338,41,25,D,1
729204,13708,387,3966,F,1
5487165,22743,588,2141,G,26
7024,32,6,4,D,2395
3159339,3149,753,92,D,9
624887,1093,134,77,D,6
1206683,5473,466,374,D,4
699260,1391,276,176,D,1
26181,234,2,144,D,1
32597,43,4,5,D,1
78649,257,8,77,D,1
428331,1685,110,441,G,9
419531,5119,66,223,D,3
806333,913,84,28,D,4
46584,120,6,4,B,7
46745,1662,8,29,D,1
1113182,4142,368,441,D,1
127226,128,35,13,D,1
29450,39,13,3,D,1
521298,851,132,527,E,73
5197,20,0,3,E,1
352376,1203,86,332,A,24
4779,17,0,0,G,2
1818574,19201,235,618,D,20
5173987,26173,1557,5882,H,4
69914,164,8,13,D,22
15397,87,5,18,D,1
451989,4149,252,66,D,4
211736,,,,D,209509
2168139,3225,219,230,D,470
21209,105,8,65,G,1
1031231,2939,436,1313,F,4
11405,113,11,7,G,4839
29073,101,3,5,D,7
4868096,26763,854,1558,D,3
1072595,2828,90,265,E,1
104588,184,3,11,D,6
1932499,15212,449,1658,B,14
103232,291,22,5,D,4
71740,786,27,127,C,1
398184,1540,162,60,H,1
230794,1954,70,165,E,8
39677,175,4,158,C,2
557201,8432,302,2645,F,7
446667,1539,196,88,D,1
1252164,21456,1140,5789,B,2
4539113,13256,1088,3067,D,6
2946,9,2,0,E,1
227004,1114,21,54,G,9724
6096,43,6,0,D,35
806105,5399,215,1404,D,1
1203891,2233,201,616,E,14
6776406,14498,703,792,G,1
46754,268,17,10,F,1
751847,2281,188,59,D,8
20603,45,1,5,E,2
1356970,918,328,40,G,1
101717,83,9,3,D,2
94791,109,28,10,A,6
337314,542,192,85,C,4
53341,42,13,2,D,1
731706,953,88,28,D,18
6521,78,26,39,D,5
235231,576,18,46,B,2
618805,680,124,75,D,12
24233,47,3,30,E,1
259501,3900,39,449,D,3
51496,56,21,12,G,1
3736,6,1,6,D,796
4783671,38580,394,2585,B,1
28252,142,5,5,D,3
681600,303,125,42,D,2
510409,372,164,43,D,1
29637,103,5,5,D,1
75954,1194,18,231,E,2
1273770,15465,1673,4869,F,6
61120,345,6,34,D,1
369073,2727,56,297,D,3
819036,1160,113,46,D,39
237,0,0,0,D,3
171565,5092,138,2199,B,1
2045313,8472,151,417,E,30
667184,3254,146,282,G,1
10291,60,0,9,D,1
224497,791,100,77,G,10
803845,10474,96,1169,E,1
769524,1387,83,691,E,2
217454,977,233,160,G,2
59421,1142,14,53,D,1
127418,305,59,42,D,2
129720,122,20,8,G,10
303545,158,88,9,D,1
21286,68,6,4,D,1
447453,15354,255,7354,D,1
576158,5461,80,682,B,3
3651036,8037,1093,260,D,6
886602,366,145,16,D,1
614408,12060,523,2828,F,1
1135187,671,302,,C,1
679861,8900,251,6716,D,1
116272,99,20,2,D,2
1762069,1886,57,145,G,66
653739,2994,61,155,G,2
6848,32,2,0,F,2
18141,9,7,0,D,1
196908,208,55,,D,2
33717,1131,52,494,H,1
84330,850,39,254,F,2
31745,197,19,35,F,1
93936,495,12,6,G,5
124293,3885,127,330,A,4
41694,27,8,9,D,1
94962,1947,52,89,D,13
135615,861,35,289,B,1
54457,445,12,87,G,1
24898,380,2,14,G,2
1456284,19916,3786,803,B,1
1805879,19688,615,1320,G,27
1890222,5552,1099,4228,F,1
440632,1196,89,26,D,3
198282,151,3,11,D,71
37110,115,6,2,G,2
888887,488,61,59,D,1
3247,18,4,2,C,3
15416,245,8,99,D,1
986836,5755,248,339,D,8
1145306,12465,423,4723,E,1
734150,1705,215,126,D,1
12662174,42288,3702,3594,C,69
11215,141,0,8,D,29
19561,36,2,3,E,2
1588065,1509,506,128,D,20
3302972,14558,1525,1150,G,20
4610,6,9,0,A,1
2192,37,4,18,F,275
354683,1486,28,193,G,10
1155,4,0,0,E,1
3781487,26538,748,1950,D,4
567750,1690,553,70,D,9
7790730,16633,2993,1214,D,34
629318,1148,190,43,H,3
209314,424,266,11,E,187010
541138,151,97,14,D,1
396119,758,79,61,D,2
1163274,7959,760,312,G,3
6319,11,0,2,D,13
4304,19,2,0,B,1
3302,34,0,1,G,1462
1206609,5473,466,374,C,4
4980050,18875,2335,2991,C,40
407913,900,65,81,D,9
1697936,75554,623,4219,B,290
204588,1410,61,210,C,1
144989,343,72,35,D,3
16788,453,54,106,F,1
856303,4132,437,675,C,1
484085,2707,164,106,C,4
114107,91,13,6,D,26
4665557,2170,1234,101,E,1
244314,1861,29,49,E,1
51115,65,5,8,E,3
189370,5815,118,844,D,1
7673256,44390,2096,5322,B,26
442481,388,85,22,E,1
13440,108,7,17,B,2
10197,8,3,1,D,1
176953,189,81,21,D,1
688531,13198,527,946,D,111
2936,4,0,0,G,2455
50697,254,16,37,G,1
26089,221,45,40,F,2
771276,2092,435,1294,F,1
561607,11475,151,598,B,152
610509,8029,781,1663,D,2
474691,1783,46,458,D,4
538382,7854,223,932,B,2
714863,1637,51,135,G,1
53375,42,4,3,D,1
9423,92,3,19,E,3
1146959,7732,187,1000,G,29
3481083,9825,980,335,G,4
1579952,1968,363,123,D,6
4102,6,0,0,F,3508
199091,267,43,35,D,1
58661,138,15,15,D,23
2726,17,0,1,G,25
873603,832,197,120,H,2
165729,311,53,14,D,359
430521,617,111,152,G,1
148824,230,7,25,G,1
245265,1731,150,2072,D,3
39758,122,6,3,D,1
249512,666,74,184,G,3
,0,1,0,D,1
1637870,844,146,53,D,5
96446,1145,16,206,F,4667
310101,701,50,36,D,1
56893,705,84,175,G,152
594906,2352,304,151,H,1
537076,816,189,59,D,1
23268,40,5,2,D,1
6092999,2646,2484,148,D,9
134,0,0,0,D,10
902189,11650,306,1929,D,3
136935,855,17,275,C,2
53180,1244,27,49,F,1
565431,2729,243,34,G,2
309293,1155,38,77,D,1
511090,3867,268,4251,B,3
188999,630,19,78,G,2
12323,259,14,8,G,14
35564,114,9,31,E,1
124001,42,18,1,D,1
1164,5,0,0,G,1
61660,112,5,3,D,1
2332751,1212,620,49,D,5
3821,7,4,2,D,1
859333,4692,281,1544,F,7
48277137,16526,9853,949,E,131
109216,87,34,10,D,4
4988,44,2,0,D,1
75731,273,132,44,E,1
18122,3,2,0,E,6
157790,602,84,20,C,4
38507,,,0,D,31075
181320,2449,61,408,H,123
641635,1308,192,64,D,3
3283986,21895,1649,13352,D,38
13166,44,6,0,A,10294
916177,343,109,21,D,151
71198,676,16,156,A,1
926947,1945,157,119,D,1
81675,54,31,2,C,30
116846,668,30,195,D,4
3121329,3992,998,355,D,21
48054,662,21,139,D,8
53750,206,7,4,C,1
4369742,9915,1864,406,D,14
963130,2428,419,1489,D,4
339563,981,30,17,D,1
159207,1045,40,175,G,1
9077,143,5,,B,1
8730,111,1,22,D,1
2794855,2854,803,246,D,5
188815,285,15,13,G,2
99225,1102,10,40,G,6
1100087,4145,1674,1685,D,12
8068,29,3,1,G,1
37372,327,10,18,A,6872
25797160,105514,13871,26112,D,21
3468671,22533,1167,2639,D,2
2478145,4419,419,346,E,4
673747,5612,330,622,D,1
140952,4145,56,263,F,3
733108,414,143,29,D,30
1197079,3279,303,197,D,15
97198,858,26,136,G,1
15888,83,9,2,D,9083
268374,1400,68,272,D,1
65331,59,9,10,D,22
140772,987,37,348,E,1
9476978,32380,4969,7949,D,37
488598,1184,295,189,H,1
154122,89,48,5,E,1
418713,428,92,34,D,4
77364,506,7,81,B,1
1566427,1376,417,107,D,69
578949,525,199,120,D,40
71,1,0,0,D,1
38747,530,4,11,G,1
67460,1548,142,230,B,2
46823,727,12,17,C,1
3762705,10056,732,1091,H,17
211748,5323,50,256,B,2
1046284,1457,199,44,D,1
571,4,0,2,D,1
1013356,5248,204,259,D,25
230157,1007,106,84,G,3
724246,845,221,25,H,1
198644,495,62,35,D,1
627268,2617,388,529,D,1
523265,981,63,37,D,3
44050,248,10,7,D,14
930727,1035,205,67,D,1
3421,6,0,0,C,1986
5902,46,2,2,G,1317
2512423,14242,2231,1523,D,3
172908,4420,352,889,D,1
119245,1388,30,428,D,2
7349,8,2,0,D,1
3764863,5774,1053,436,C,7
440427,1117,112,11,D,3
408570,724,56,26,D,142
19698,66,4,14,D,1
168452,877,90,81,D,7
8919421,57579,2915,4647,G,5
723993,317,116,163,G,1
460979,1532,290,486,F,1
76233,461,16,23,C,2
87934,91,7,10,D,1
79266,237,14,20,D,2
119954,191,18,5,D,8
7290,5,2,4,D,1
237005,186,29,25,G,2
2489060,9413,1149,958,C,4
1241835,2247,157,77,D,38
2008984,5329,817,703,G,18
1834937,1551,92,225,G,2
195290,109,27,3,D,3
222636,,,,D,3
284545,3185,181,899,D,14
20100,311,9,55,G,1
5043,8,1,0,D,569
221835,1011,43,113,D,1
661639,3813,88,186,G,360209
4536,6,0,1,C,1
639267,1916,142,210,G,2
4640536,1396,1242,83,G,2
108699,870,27,208,F,1
149917,399,46,78,E,4
259982,1644,148,716,F,1
79187040,258611,20335,8789,G,226
246070,2482,83,868,G,8
183499,2477,73,228,G,1
94430,403,61,33,G,1
1089,1,1,0,D,1
50464,155,19,14,B,1
153244,6837,45,283,F,1
1103013,4723,265,168,D,5
44757,140,16,8,G,2
1185843,15550,705,3324,F,9
35849,190,4,33,G,1
40967,614,23,93,D,1
24367,160,12,21,D,3
277698,716,121,145,D,25
712381,686,137,77,D,1
15141,23,3,1,D,3
185576,221,26,27,E,6
284375,1228,16,125,D,1
145139,604,48,45,G,3
2777,41,3,4,E,1
648792,1263,255,267,G,1
384,0,0,0,H,1
633225,4436,244,1579,D,2
394791,2447,70,693,D,1
15142,9,4,0,D,1
67205,208,20,19,G,159
1213742,3636,258,376,D,1
19342,139,6,114,F,1
39272,74,6,11,D,2
4775,7,2,0,D,1
154049,1480,93,147,F,1
8542,23,3,1,B,1
22319,200,10,220,D,1
1151137,3728,289,232,G,4
25238,22,4,2,D,2
2212591,3630,399,602,E,5
416,1,1,0,D,83
105405,256,9,15,E,5
866884,780,103,45,D,2
530108,,,,D,3
340763,1018,156,74,D,2
1316,1,0,0,D,1
54708,293,6,69,C,1
765,6,0,1,D,2
42132,574,36,91,F,5247
18659,95,5,10,D,1
1685884,4262,743,418,E,19
287004,857,10,52,G,1
607037,1140,131,55,E,2
128359,82,45,35,A,1
31267,137,3,39,D,5
14478,255,6,23,A,1
13144,151,6,55,F,1
160374,432,71,9,F,2
571123,772,50,29,D,3
7236,20,1,14,C,2
1162944,10139,298,764,B,88
192428,2037,126,771,F,5
187,4,0,0,D,4
3380198,48457,1328,1947,D,2
1044108,1497,415,43,H,1
93199,636,52,43,F,1
2390451,19160,8549,1968,D,13
87920,148,9,0,D,3
2109743,2671,1055,280,D,3
1413180,11658,470,415,D,6
7148035,50456,2756,5515,D,459
29137,26,7,1,E,1
7675,26,2,0,E,1
64628,198,32,45,G,6
500221,970,80,54,E,11
7680,109,1,49,B,3
2379412,2867,686,228,D,4
1869322,6936,369,748,B,3
97071,1061,103,92,F,56432
616309,690,234,151,D,12
483520,839,44,5,D,9
4408,136,2,20,F,1
8038,7,0,2,D,1
238810,137,54,39,D,6
358607,127,128,86,H,3
8190,16,2,1,D,1
5250,18,1,1,D,3
263392,235,68,34,G,1
591,0,0,0,C,16
1096041,3858,433,464,D,1
134849,189,30,5,D,1
2740184,22882,921,14511,E,2
2374,0,0,0,D,1
2583,4,1,2,C,1
656769,637,101,38,D,2
192340,253,30,11,D,2
12947,67,2,3,D,1
87934318,122141,8575,7292,G,225
7600,16,2,0,D,1
324690,1203,178,140,H,4
280561,1294,34,60,D,1
4902051,6572,767,386,E,314
383223,4542,159,437,A,1
82474,527,85,69,D,2
431565,772,182,53,D,14
7591,59,2,5,D,1
6906,35,2,10,G,530
953049,1831,367,654,D,6
1246,3,1,21,E,1
38310,217,7,5,H,1
55599,168,5,66,D,2
133633,231,31,6,G,3
52277,541,15,250,D,1
404175,6792,137,4633,D,1
478230,9312,655,2608,B,1
513894,622,93,249,E,4
32107,73,12,11,G,7
222728,5102,339,594,F,2
2176,6,0,0,G,1
144870,552,31,64,D,1
3846,1,0,0,D,2
28493,120,1,31,B,1
179686,179,33,5,D,3
320585,463,32,46,D,3
44104,122,5,16,D,4
32695,33,5,1,D,1
338806,1207,78,72,E,24
138229,177,217,75,E,1
3917242,14399,2703,1520,D,2
652626,979,104,111,D,2
277377,1169,52,127,D,12
862459,15849,561,8862,D,3
19143,65,3,19,E,1
10279,155,1,4,G,1
865488,249,154,40,D,49
461,0,0,0,D,1
49878,83,24,6,E,1
90434,854,17,100,B,1
300803,8451,576,3287,B,11
117513,1281,68,176,D,1
12097,101,2,43,B,7
198449,96,57,2,D,1
39786,1324,9,87,D,262
77130,124,18,8,H,1
21575,93,5,,B,1
209195,710,87,46,G,7
163644,991,673,402,D,1
627179,11274,347,5662,D,1
12139,41,7,2,G,11679
858646,3062,382,1469,F,4
7708,15,3,5,E,4
40598,68,15,7,G,1
96683,421,12,41,D,2
141355,1214,84,970,B,3
163734,788,31,16,C,1
123561,72,68,6,D,36
15785,,,5,D,302
140875,120,15,1,D,22
4751,11,1,1,E,25
189528,2482,1256,545,D,37185
83308,95,18,12,G,4
91815,1207,48,235,C,1
467314,857,113,69,D,1
22451,107,2,15,G,4
79152,52,22,1,D,2
221702,711,46,61,F,2
52132,298,9,51,D,1
1320,17,2,10,F,1
212412,476,120,59,H,1
267679,696,73,99,D,1
42313,117,12,2,G,1
166152,242,33,3,D,4
3828,34,0,2,G,1
133427,344,13,72,B,1
51475,240,8,78,C,3
16097,56,0,2,B,3
254475,1017,34,104,E,2
741090,4189,417,1335,F,1
1759,2,0,0,D,1
683864,4528,100,255,G,287688
204701,156,70,2,E,1
3201327,21386,757,582,E,6
581650,5141,202,1916,D,1
276636,1790,45,217,H,3
13232,78,8,2,F,1
2106566,4750,292,174,E,194
242344,1740,117,1253,D,2
36467,872,0,10,D,27099
53778,2112,51,186,A,1
624481,1994,382,430,D,1
12235,128,7,18,E,2
173173,180,66,18,D,1
283,1,0,0,D,5
278062,2477,54,527,G,2
13665,62,7,1,G,1
40151,131,20,11,E,1
1369,1,1,1,B,2
1043089,294,132,4,G,42
1019902,19261,685,8363,D,6
12201482,60809,3998,1308,D,5
9305,4,4,0,C,1
165372,117,26,6,D,49
146471,1603,139,700,D,1
647267,12031,557,1243,B,789
2657,15,0,1,G,2152
76594,96,18,5,F,4
604350,2691,216,1697,D,116
561008,1144,243,173,G,1
31218,727,5,91,D,1
105492,140,46,39,A,1
156156,3675,85,393,D,4
766572,6615,194,56,D,1
955652,1405,160,65,D,17
454421,1081,116,89,D,2
27078,95,2,5,C,1
4685,7,1,1,B,1
563075,1575,254,194,D,1
4687,33,1,0,D,1
265485,10865,183,3269,E,1
1150127,1029,244,66,D,2
2547274,1334,402,257,D,176
63875,391,7,16,B,7
3450918,10966,1191,1107,D,10
8701,30,2,4,D,1
34620,30,12,19,D,1
3017436,7560,850,1023,C,6
262765,730,47,43,B,110184
26673,129,7,23,G,9801
945,2,0,0,D,1
111415,769,54,332,H,1
469843,794,93,48,D,1
249073,62,44,1,D,3
13647,71,1,3,D,1
507168,770,83,76,D,23
14567,18,1,3,D,1
19423,65,5,5,D,1
972060,3305,127,1401,E,7
3108,12,1,1,H,2
251035,625,54,61,D,3
433352,1799,74,35,D,3
122909,306,29,251,D,1
43301,64,25,13,D,4
287311,411,23,2,D,8
42413,710,43,134,D,1
290705,668,122,123,D,9
262274,494,39,46,D,3
179452,3377,42,546,G,8
140456,1242,27,169,D,12917
1173,10,1,1,F,4
321315,3109,34,756,A,1
992174,2913,276,639,G,4
109497,343,48,11,D,1
40326,129,0,11,D,1
5925,28,7,9,G,1
154255,556,41,23,G,1
285223,6125,132,482,A,2
1780457,10291,421,689,D,7
2358087,989,515,76,H,9
111752,500,13,110,E,1
64247,338,39,13,F,1
68885,183,13,8,D,3
36997,83,29,2,D,6
28683,52,10,0,E,1
429540,4576,183,1327,E,13
58580,213,24,17,F,1
1101964,3332,175,200,B,1
1597801,5171,565,394,H,1
99649,184,41,22,D,1
1022052,1742,204,89,D,32
1263138,7582,280,1950,D,5
558237,1974,427,256,E,2
379314,1397,73,54,D,1
652075,870,117,164,E,4
53673,,,5,D,406
164711,348,84,186,H,1
2911777,1142,759,,C,2
48564,509,5,39,C,3
2698,26,0,0,D,1
95414,812,165,121,D,1
152116,56,18,1,G,5
172,2,0,1,D,1
152251,503,39,37,G,1
11317,344,3,4,D,807
63060,644,21,760,E,2
4476,9,9,6,D,344
199875,755,45,58,E,6
424090,983,63,382,F,2
2261340,2076,153,131,G,3
239500,406,38,16,D,1
24907,87,6,5,D,1
99075,456,66,35,E,1
52371,148,8,60,D,5
193633,1453,187,332,F,3
6133,23,0,2,G,1
161934,3155,89,826,B,1
3743,9,4,5,D,1
200610,4513,220,776,D,1
5863,124,1,19,G,1283
1225789,1265,140,36,D,4
148632,1354,32,110,E,16
8179,84,1,14,E,1
63899,568,22,24,D,6
53980,140,2,2,D,1
191323,632,17,27,D,1
19537,74,5,8,D,6
73252,84,3,5,D,1
419840,97,42,6,D,1
13263,47,8,19,F,1
6597441,31658,443,1217,G,59
97153,157,35,26,D,3
65050,832,31,31,D,1
3744353,15346,2078,661,D,6
12334,103,1,2,C,1
902018,8022,389,1443,D,2
356766,1753,344,114,D,7904
376995,583,101,46,D,2
55698,218,5,55,D,2
278766,6111,206,1153,B,84
257981,992,16,45,B,1
92448,1861,26,134,D,1
123494,323,57,12,F,2
114429,199,9,12,D,5
34445,,,104,F,2
49761,64,6,14,E,2
168882,1021,194,579,B,2
67580,427,31,309,G,1
678884,144,40,15,D,16
223349,2587,266,174,D,1
102701,308,9,15,B,12
373609,1470,72,524,G,8
75032,78,6,3,D,23
14370077,44576,2798,1525,G,31
19830,386,7,41,G,7
834762,1006,168,77,G,39
7284,33,3,1,G,1
4864612,19038,1111,433,G,3
23897,44,12,5,D,1
164714,215,38,62,D,11
205055,694,31,21,D,1
32982,94,23,8,G,4
36462,78,7,3,A,2
10081,133,1,40,G,1
10084,166,3,2,G,1
42158,281,6,40,B,1
408,1,0,0,D,4
32296,57,15,9,D,1
146143,214,48,9,D,5
332,0,0,0,E,1
3630,57,2,25,G,55
3005129,12868,1556,496,C,3
625253,392,224,327,H,1
222925,220,45,39,D,1
34417,143,2,44,D,3
3830,70,0,5,D,13
637570,6980,218,536,G,1
130438,1314,32,297,E,1
74142,1482,35,194,G,2
239420,1783,28,295,D,14
16273,28,1,2,D,9537
100366,97,26,3,D,3
661744,2504,327,607,D,8
175683,256,14,12,G,12
12322,110,7,16,D,1
79587,621,150,109,F,18
34958661,43647,19523,1617,C,160
278213,965,48,93,D,5
250,0,0,0,D,4
430884,494,84,16,D,3
1313250,9255,177,1223,E,2
728640,1230,104,63,D,8
2469443,18641,398,1175,G,14
46566,1440,4,66,D,1
45601,60,18,16,D,1
68649,957,79,423,D,24
353289,1307,127,91,D,1
324427,725,61,45,D,1
747654,4270,202,1878,D,1
106292,192,49,40,D,1
1119381,1123,298,135,C,1
60197,317,22,17,G,17
72679,409,8,24,E,1
2261420,2127,488,,E,3
762210,900,303,72,G,2
39386,70,13,7,B,3
49130,390,22,139,G,1
14426587,20796,5927,1418,C,17
572969,5112,593,947,B,5
180321,853,91,162,G,1
402,3,0,0,D,1
2594653,6765,124,331,G,2
74478,142,7,49,D,2
113373,54,21,1,G,1
24723,88,2,1,F,2
195428,235,93,15,D,1
201698,326,114,24,D,1
799346,5850,1047,121,D,1
13256429,20907,13530,563,E,11
55645,199,13,31,A,19852
28286,129,43,24,D,14
34079,30,4,0,D,1
90633,292,5,70,D,1
728938,2250,392,1217,D,2
866847,1430,46,131,G,56
29892,65,9,2,D,1
741187,9391,782,1572,C,1
1185031,4477,624,440,D,2
55998,751,13,106,F,13549
287615,507,80,143,D,12
5138,201,1,31,D,1
2660,9,1,0,G,1
3165531,23200,1379,9582,D,7
8622,34,0,2,F,1
248551,728,36,41,D,1
417764,663,122,17,G,1
297235,265,50,64,D,1
183461,1790,61,397,D,49
1247830,12327,190,1344,B,3
13022,56,2,15,G,1
1984,25,2,6,G,1
40970,143,1,16,B,1
1918349,33140,2161,1312,D,146
2148774,4670,620,803,B,1
105,0,0,0,C,22
83421,84,9,6,D,9
94555,54,59,0,D,1
685038,4497,38,140,G,3
135370,132,10,17,E,1
336694,99,89,4,E,45
154189,1630,30,239,F,1
108609,462,14,53,A,2
3251125,6406,1099,1002,C,4
33395,129,7,2,G,1
1758,2,1,0,D,2
69857,324,7,27,E,1
424545,811,78,66,D,1
13094,117,4,3,D,1
71899,369,28,132,G,1
581,43,6,7,B,18
2028946,6121,173,338,G,8
188366,251,29,30,G,4
5514,10,1,0,D,1
63475,275,26,63,D,1
51325,42,14,13,H,1
191050,507,46,86,D,49
2248,13,0,0,D,1
2620,13,20,3,B,1
7399,2,0,1,E,1
127795,827,96,29,D,6509
2682,17,1,3,D,1
182179,1441,61,149,D,2
22254,290,0,33,G,1
4025916,21507,1988,588,G,2
27048,113,7,13,D,1
58589,208,4,18,D,11
2339662,1852,433,127,D,3
372727,734,87,1332,D,5
258970,4325,115,673,B,3
20870,54,0,3,G,2
81430,153,33,7,E,1
2528973,4154,497,432,E,17
1200977,1609,238,52,D,40
167076,2080,17,85,G,11777
622274,727,259,129,D,9
374195,2135,101,41,D,1
11548,137,2,60,D,1
610564,3215,158,68,G,1567
2294594,28484,964,1224,D,1
394726,3956,123,367,D,20
11145,14,2,1,G,1
228199,803,32,29,D,1
4508,40,7,7,D,2
19438072,,,1239,G,38
156963,4606,103,425,E,1
582739,4621,88,348,G,1
501481,231,63,31,D,35
1094472,4805,94,973,E,1
135070,1051,141,103,D,14
214007,1015,62,91,D,1
114354,181,21,8,D,1
80725,402,31,75,D,1
628077,10087,75,1924,B,16
212406,1251,87,57,B,7
39146,118,11,13,E,2
41947,52,0,6,A,3
11050,210,5,49,G,5
56037,726,21,156,G,1
254535,354,25,5,D,1
1144202,14894,368,15883,F,36
939528,1408,1011,53,E,1
109750,81,20,17,D,4
47128,35,3,1,G,2
115858,583,48,163,D,3
419560,6206,59,308,G,99
521849,1528,644,28,D,4
349251,1341,67,246,B,1
238818,2165,45,255,A,1
557411,685,279,59,D,2
46375164,69027,32509,7304,D,33
9315,8,0,0,D,1
8671,43,4,3,A,6410
358648,2556,48,194,G,1
655897,4481,93,370,D,1
24742,55,0,8,B,2
416477,665,70,91,D,2
386484,1815,214,1213,B,4
188306,1323,79,144,D,1
692969,120,73,1,D,4
1528224,3291,2212,77,E,3
47758,120,17,15,D,1
3544341,7990,918,292,D,35
3709987,22924,1383,3358,D,2
1533677,2004,674,876,D,5
78245,302,9,24,D,17
3359641,5892,1206,488,G,3
8016,56,14,7,B,306
7580994,15976,2917,1640,G,354
569,15,3,8,D,1
244734,281,37,15,D,3
768,43,0,9,D,2
37420,67,11,,H,5
24158,31,2,2,F,1
602131,567,109,44,D,2
23721972,16237,13077,838,G,2
395208,2088,108,737,E,1
1063,40,3,9,B,112
382783,1017,134,119,D,2
224644,1561,111,110,G,7
2013743,11592,1377,10102,B,24
691549,2534,394,227,G,43
289,2,0,0,D,22
3434,48,6,5,D,2
19639,225,4,118,D,1
4311,24,1,1,G,1
39036,158,15,14,E,1
1216622,2160,360,110,D,63
123187,3825,52,586,E,1
27986,26,6,6,A,1
398240,222,35,14,D,5
5310,8,2,1,D,2
6956408,45893,2526,3664,D,5
22515,26,4,0,D,3
,1,0,0,D,1
1843725,16828,878,4483,B,1
173614,312,19,64,A,1
950686,1513,172,210,E,1
22226,,,,D,1
3075,17,0,0,D,1
259540,248,49,7,D,6
22077,109,3,29,D,4
458832,2109,185,280,D,1
23775,215,8,22,D,22
760855,9016,218,1279,B,4
104068,169,63,57,D,5
216731,3406,97,587,D,2
551313,3917,139,589,D,4
9272,42,0,1,D,2
14498,40,2,1,D,7235
616071,4111,222,3159,B,5
1604,6,3,0,D,986
22678,176,6,45,D,1
114162,2618,436,768,D,1
59040,79,13,4,D,2
16820,536,10,292,D,1
752594,1026,456,440,E,8
21194,27,3,3,D,1
4205,27,0,1,G,1639
50943,164,20,30,G,5687
207742,1025,23,154,C,29
981958,1626,467,208,D,7
45559,266,5,62,B,1
16821,31,5,1,F,1
340981,878,40,56,D,8
318245,396,12,3,D,2
641286,1693,406,57,D,9
52647,662,7,36,G,2
125317,330,12,25,B,6
264596,764,96,106,D,1
10739,106,0,3,D,7
8979,10,1,0,D,7309
4810,32,1,5,D,92
1242,1,2,0,D,2
404630,2400,487,183,E,2
43432,187,14,42,E,1
192555,1170,23,57,D,1
125548,355,8,4,D,18
527268,9748,484,3891,F,1
225578,4315,53,284,B,1
203016,496,63,64,D,1
252149,3400,35,505,G,1
132012,449,29,12,D,2
33650,67,5,20,C,1
108670,305,74,529,H,1
102329,692,22,23,H,1
230909,296,45,9,D,1
230509,1852,54,138,B,1
2494077,9160,1001,661,G,52
138222,242,28,36,D,2
42838,33,2,5,D,35981
235170,898,88,167,D,3
185758,511,48,37,D,1
47623,420,19,30,H,1
1467,2,4,0,B,2
14929,72,6,5,G,1
253711,498,37,23,D,5
50563,140,31,93,H,1
30811,46,3,15,E,3
65208,258,26,6,G,5
54031,422,6,76,C,1
640337,617,232,175,D,15
65088,120,9,10,D,4
113709,1009,17,345,D,2
63705,115,4,36,C,1
29688,94,30,38,D,18
200252,521,37,60,A,6
7641170,58802,3500,2430,D,1
6306,9,4,0,G,1
38109,340,9,65,D,4
100387,259,66,58,D,1
1024,8,0,0,G,512
2753,17,0,0,G,1958
